Date,Open,High,Low,Close,Adj Close,Volume
1999-10-01,14.0,14.25,14.0,14.125,9.02161,3162400
1999-10-04,14.125,14.125,14.0,14.0,8.941772,533400
1999-10-05,14.0,14.125,14.0,14.125,9.02161,270600
1999-10-06,14.125,14.875,14.125,14.875,9.500634,205400
1999-10-07,14.875,14.875,14.0625,14.125,9.02161,214200
1999-10-08,14.1875,14.1875,14.0625,14.0625,8.981691,65600
1999-10-11,14.0625,14.125,14.0,14.0625,8.981691,77500
1999-10-12,14.0625,14.125,14.0,14.125,9.02161,49200
1999-10-13,14.125,14.375,14.0,14.0625,8.981691,49900
1999-10-14,14.0,14.0625,13.25,13.625,8.702256,430900
1999-10-15,13.125,13.1875,12.6875,13.0625,8.342994,158200
1999-10-18,13.0,13.0,12.5,12.8125,8.183322,83800
1999-10-19,12.75,13.25,12.75,13.25,8.46275,58200
1999-10-20,13.375,13.5,13.125,13.125,8.382908,62600
1999-10-21,13.125,13.4375,13.0,13.4375,8.582503,98200
1999-10-22,13.375,13.5625,13.3125,13.5,8.622424,191200
1999-10-25,13.4375,13.9375,13.4375,13.9375,8.901855,153100
1999-10-26,13.8125,14.125,13.8125,14.0,8.941772,65600
1999-10-27,14.0,14.1875,14.0,14.0625,8.981691,100900
1999-10-28,14.1875,14.5,14.125,14.125,9.02161,255300
1999-10-29,14.125,15.25,14.125,15.25,9.740144,123200
1999-11-01,15.0,15.0,14.625,14.75,9.420797,41800
1999-11-02,14.75,14.875,14.3125,14.75,9.420797,66600
1999-11-03,14.6875,14.875,14.6875,14.75,9.420797,18500
1999-11-04,14.875,15.125,14.5,14.9375,9.540553,72100
1999-11-05,15.0,15.875,14.875,15.75,10.059491,122900
1999-11-08,15.875,17.375,15.8125,16.625,10.618356,240000
1999-11-09,16.75,16.75,16.125,16.125,10.299007,42400
1999-11-10,16.0,16.125,15.8125,16.0625,10.259088,59900
1999-11-11,16.0625,16.25,16.0625,16.125,10.299007,20000
1999-11-12,16.25,18.5,16.25,18.0,11.496563,248500
1999-11-15,18.1875,18.1875,17.5,17.6875,11.296968,99200
1999-11-16,17.6875,17.6875,17.375,17.4375,11.137296,95300
1999-11-17,17.6875,18.25,17.25,17.5,11.177215,107900
1999-11-18,17.5,17.5,17.25,17.25,11.017539,67500
1999-11-19,17.25,17.75,17.1875,17.625,11.257051,31200
1999-11-22,17.5625,17.875,17.5625,17.8125,11.376808,36500
1999-11-23,17.8125,19.375,17.8125,19.125,12.215097,65500
1999-11-24,19.0,19.0,18.375,18.5625,11.855833,53800
1999-11-26,18.5,18.5,18.375,18.4375,11.775998,2600
1999-11-29,18.375,18.375,17.875,18.125,11.576401,20200
1999-11-30,18.1875,18.5,18.1875,18.375,11.736073,38100
1999-12-01,18.375,18.625,18.25,18.5625,11.855833,43800
1999-12-02,18.5625,19.0,18.5625,19.0,12.135256,33200
1999-12-03,19.125,19.375,19.0625,19.1875,12.255019,62000
1999-12-06,19.1875,19.1875,18.25,18.375,11.736073,38200
1999-12-07,18.5,19.0,18.4375,18.625,11.89575,112500
1999-12-08,18.5,18.5,18.0,18.1875,11.616316,27700
1999-12-09,18.25,18.375,18.125,18.25,11.65624,15500
1999-12-10,18.125,18.125,17.625,17.625,11.257051,22400
1999-12-13,17.75,18.0,17.4375,17.4375,11.137296,44500
1999-12-14,17.25,17.25,17.0625,17.125,10.937706,19400
1999-12-15,17.125,17.125,16.875,17.125,10.937706,11100
1999-12-16,17.0625,17.25,16.8125,16.8125,10.738109,90700
1999-12-17,16.6875,17.25,16.6875,17.125,10.937706,37300
1999-12-20,17.0,17.0,16.8125,16.9375,10.817946,31300
1999-12-21,16.9375,17.0625,16.875,17.0,10.857868,11800
1999-12-22,17.125,17.375,17.125,17.1875,10.977624,6300
1999-12-23,17.1875,17.25,17.0,17.125,10.937706,3700
1999-12-27,17.0625,17.125,17.0625,17.125,10.937706,2400
1999-12-28,17.0625,17.625,17.0625,17.375,11.097374,65600
1999-12-29,17.4375,17.4375,17.125,17.25,11.017539,9600
1999-12-30,17.125,17.375,17.125,17.3125,11.057458,5100
1999-12-31,17.25,17.375,17.1875,17.1875,10.977624,13000
2000-01-03,17.4375,17.5,16.625,16.625,10.618356,64600
2000-01-04,16.625,16.625,15.625,15.875,10.139331,81900
2000-01-05,15.75,15.75,15.0,15.75,10.059491,38100
2000-01-06,15.75,16.25,15.75,16.0,10.219168,41200
2000-01-07,15.875,16.25,15.75,15.875,10.139331,34700
2000-01-10,16.5,16.5,16.0,16.0,10.219168,94200
2000-01-11,16.125,16.875,16.0,16.4375,10.498598,39700
2000-01-12,16.5,17.125,16.5,17.125,10.937706,25100
2000-01-13,17.25,17.5,16.875,16.9375,10.817946,62000
2000-01-14,17.0,17.75,16.875,17.5,11.177215,183100
2000-01-18,17.75,18.25,17.75,18.0,11.496563,77300
2000-01-19,18.0,18.375,17.9375,18.25,11.65624,34500
2000-01-20,18.25,18.25,17.375,17.5,11.177215,42200
2000-01-21,17.4375,17.5,17.25,17.375,11.097374,16000
2000-01-24,17.5,17.5,17.0,17.125,10.937706,10700
2000-01-25,17.125,17.5,17.0625,17.25,11.017539,19200
2000-01-26,17.25,17.5,17.25,17.4375,11.137296,16600
2000-01-27,17.4375,18.0,17.4375,17.5,11.177215,33600
2000-01-28,17.625,17.625,17.3125,17.375,11.097374,3900
2000-01-31,17.125,17.5,17.125,17.5,11.177215,53900
2000-02-01,17.375,17.75,17.375,17.75,11.336892,15400
2000-02-02,18.0,18.125,17.875,17.9375,11.456643,92700
2000-02-03,18.0625,18.125,17.9375,18.0,11.496563,35200
2000-02-04,18.125,18.5625,18.125,18.4375,11.775998,51500
2000-02-07,18.4375,18.5625,18.375,18.5,11.815917,25200
2000-02-08,18.5,18.875,18.5,18.5625,11.855833,45300
2000-02-09,18.75,18.75,18.375,18.375,11.736073,9100
2000-02-10,18.5,18.5,17.875,17.875,11.416726,9700
2000-02-11,17.875,18.0,17.875,17.9375,11.456643,24700
2000-02-14,18.0625,18.0625,17.875,18.0,11.496563,7100
2000-02-15,17.875,18.0,17.875,17.875,11.416726,4900
2000-02-16,17.875,18.5,17.875,18.5,11.815917,69000
2000-02-17,18.5,18.6875,18.3125,18.375,11.736073,28100
2000-02-18,18.375,18.5625,18.375,18.5,11.815917,5000
2000-02-22,18.625,18.8125,18.5625,18.5625,11.855833,10700
2000-02-23,18.5625,18.9375,18.5625,18.8125,12.015502,5700
2000-02-24,18.875,19.125,18.875,19.0,12.135256,61800
2000-02-25,19.0,19.25,19.0,19.25,12.294936,41400
2000-02-28,19.25,20.125,19.25,20.125,12.853797,35700
2000-02-29,21.75,21.875,21.625,21.875,13.971519,79900
2000-03-01,22.5,22.75,21.75,21.75,13.891683,140600
2000-03-02,22.0,22.25,22.0,22.0625,14.09127,26600
2000-03-03,22.125,22.125,22.0625,22.125,14.131192,17300
2000-03-06,22.0625,22.25,22.0625,22.0625,14.09127,9900
2000-03-07,22.125,22.125,21.75,22.0,14.051354,26200
2000-03-08,22.0,22.1875,22.0,22.0,14.051354,31700
2000-03-09,21.875,22.0,21.75,22.0,14.051354,7800
2000-03-10,22.0,22.125,21.9375,22.125,14.131192,5200
2000-03-13,22.375,23.125,22.25,22.875,14.610216,27900
2000-03-14,22.875,23.0,22.875,22.875,14.610216,1300
2000-03-15,23.125,24.125,22.625,24.125,15.408589,29000
2000-03-16,24.125,25.0,24.125,24.375,15.568272,19500
2000-03-17,23.375,24.75,23.375,24.75,15.807775,73300
2000-03-20,24.0,24.25,23.875,24.0,15.328752,134700
2000-03-21,23.75,24.0,23.75,24.0,15.328752,172200
2000-03-22,23.75,23.75,22.625,22.625,14.450543,35900
2000-03-23,22.625,22.625,22.5,22.5,14.370702,1300
2000-03-24,22.5,22.5,22.375,22.4375,14.33079,5600
2000-03-27,22.1875,22.1875,22.0,22.0625,14.09127,19600
2000-03-28,22.0625,22.0625,19.75,20.0,12.773959,42600
2000-03-29,19.75,19.875,19.75,19.75,12.614283,77000
2000-03-30,19.8125,20.5,19.8125,20.4375,13.053398,18700
2000-03-31,20.4375,20.4375,20.25,20.25,12.933633,23500
2000-04-03,20.25,20.6875,20.25,20.625,13.173144,4000
2000-04-04,20.625,20.875,20.625,20.75,13.252985,77700
2000-04-05,20.75,21.4375,20.625,21.4375,13.692089,32700
